date;data_mean_global;data_mean_nh;data_mean_sh
1722-05-15;278.283218929829;279.790268756506;276.776169103153
1722-06-15;277.548120631728;278.273523206365;276.822718057091
1722-07-15;275.905984651645;274.989892258035;276.822077045255
1722-08-15;274.300928050839;271.926875857157;276.674980244521
1722-09-15;274.258588218903;272.022150961733;276.495025476073
1722-10-15;275.292656849686;274.128536656623;276.456777042749
1722-11-15;276.294122225237;276.004692476077;276.583551974398
1722-12-15;276.928045847162;277.244227735997;276.611863958326
1723-01-15;277.384962614844;278.064182558173;276.705742671515
1723-02-15;277.764373709918;278.716713944004;276.812033475831
1723-03-15;278.102699968419;279.355643622981;276.849756313858
1723-04-15;278.339821650435;279.886815314995;276.792827985876
1723-05-15;278.280825268708;279.787875095385;276.773775442032
1723-06-15;277.546002310136;278.271404884773;276.820599735499
1723-07-15;275.904310940632;274.988218547022;276.820403334242
1723-08-15;274.299845896521;271.925793702839;276.673898090203
1723-09-15;274.258222242466;272.021784985296;276.494659499636
1723-10-15;275.293109347382;274.128989154319;276.457229540445
1723-11-15;276.295473168386;276.006043419226;276.584902917547
1723-12-15;276.930352882153;277.246534770988;276.614170993317
1724-01-15;277.388261063131;278.06748100646;276.709041119802
1724-02-15;277.768676568025;278.721016802111;276.816336333938
1724-03-15;278.107997907938;279.3609415625;276.855054253377
1724-04-15;278.346083018024;279.893076682584;276.799089353465
1724-05-15;278.28799824191;279.795048068587;276.780948415234
1724-06-15;277.554025143378;278.279427718015;276.828622568741
1724-07-15;275.913114884907;274.997022491297;276.829207278517
1724-08-15;274.309355195169;271.935303001487;276.683407388851
1724-09-15;274.268354131169;272.031916873999;276.504791388339
1724-10-15;275.303774054166;274.139653861103;276.467894247229
1724-11-15;276.306573913624;276.017144164464;276.596003662785
1724-12-15;276.941785878558;277.257967767394;276.625603989722
1725-01-15;277.399915515763;278.079135459092;276.720695572434
1725-02-15;277.780434674286;278.732774908372;276.828094440199
1725-03-15;278.119734857576;279.372678512138;276.866791203015
1725-04-15;278.35766699313;279.90466065769;276.81067332857
1725-05-15;278.299292019059;279.806341845736;276.792242192383
1725-06-15;277.564899598436;278.290302173073;276.839497023799
1725-07-15;275.923455847907;275.007363454297;276.839548241517
1725-08-15;274.319063508085;271.945011314403;276.693115701767
1725-09-15;274.277345647916;272.040908390746;276.513782905086
1725-10-15;275.3119796406;274.147859447537;276.476099833663
1725-11-15;276.313939447542;276.024509698382;276.603369196703
1725-12-15;276.9482722497;277.264454138535;276.632090360864
1726-01-15;277.405498625808;278.084718569137;276.726278682479
1726-02-15;277.785105436857;278.737445670943;276.83276520277
1726-03-15;278.123499198234;279.376442852796;276.870555543673
1726-04-15;278.360545849379;279.907539513939;276.81355218482
1726-05-15;278.301320218572;279.808370045249;276.794270391896
1726-06-15;277.56611474375;278.291517318387;276.840712169113
1726-07-15;275.92389191254;275.00779951893;276.83998430615
1726-08-15;274.318750756054;271.944698562372;276.692802949736
1726-09-15;274.276310633737;272.039873376567;276.512747890907
1726-10-15;275.31024520929;274.146125016227;276.474365402353
1726-11-15;276.311524734614;276.022094985454;276.600954483775
1726-12-15;276.945192681167;277.261374570003;276.629010792331
1727-01-15;277.401765918184;278.080985861513;276.722545974855
1727-02-15;277.780727597151;278.733067831237;276.828387363064
1727-03-15;278.118480523958;279.37142417852;276.865536869397
1727-04-15;278.354886928542;279.901880593102;276.807893263982
1727-05-15;278.295018649486;279.802068476163;276.78796882281
1727-06-15;277.559177713095;278.284580287732;276.833775138458
1727-07-15;275.916346975087;275.000254581477;276.832439368697
1727-08-15;274.310646188743;271.936593995061;276.684698382425
1727-09-15;274.26771543568;272.03127817851;276.50415269285
1727-10-15;275.301249101766;274.137128908703;276.465369294829
1727-11-15;276.302238161075;276.012808411915;276.591667910236
1727-12-15;276.935746807234;277.25192869607;276.619564918398
1728-01-15;277.392312631646;278.071532574975;276.713092688317
1728-02-15;277.771439507971;278.723779742057;276.819099273884
1728-03-15;278.109550964265;279.362494618827;276.856607309704
1728-04-15;278.346529952637;279.893523617197;276.799536288077
1728-05-15;278.287467843072;279.794517669749;276.780418016396
1728-06-15;277.552657554783;278.27806012942;276.827254980146
1728-07-15;275.911043089182;274.994950695572;276.827135482792
1728-08-15;274.306703931762;271.93265173808;276.680756125444
1728-09-15;274.265239896346;272.028802639176;276.501677153516
1728-10-15;275.300305101013;274.13618490795;276.464425294076
1728-11-15;276.302850252045;276.013420502885;276.592280001206
1728-12-15;276.937899275278;277.254081164114;276.621717386442
1729-01-15;277.395949494324;278.075169437653;276.716729550995
1729-02-15;277.776464515052;278.728804749138;276.824124280965
1729-03-15;278.115827597727;279.368771252289;276.862883943166
1729-04-15;278.353881426668;279.900875091228;276.806887762108
1729-05-15;278.295677939335;279.802727766012;276.788628112659
1729-06-15;277.561498744112;278.286901318749;276.836096169475
1729-07-15;275.92031123242;275.00421883881;276.83640362603
1729-08-15;274.316220467458;271.942168273776;276.69027266114
1729-09-15;274.274851840761;272.038414583591;276.511289097931
1729-10-15;275.309885048117;274.145764855054;276.47400524118
1729-11-15;276.312296373517;276.022866624357;276.601726122678
1729-12-15;276.947135320508;277.263317209344;276.630953431672
1730-01-15;277.40492479041;278.084144733739;276.725704847081
1730-02-15;277.785153966802;278.737494200888;276.832813732715
1730-03-15;278.124231687659;279.377175342221;276.871288033098
1730-04-15;278.362026215009;279.909019879569;276.815032550449
1730-05-15;278.303614824011;279.810664650688;276.796564997335
1730-06-15;277.569291051166;278.294693625803;276.843888476529
1730-07-15;275.928013689566;275.011921295956;276.844106083176
1730-08-15;274.323877441237;271.949825247555;276.697929634919
1730-09-15;274.282497336543;272.046060079373;276.518934593713
1730-10-15;275.317542710097;274.153422517034;276.48166290316
1730-11-15;276.319979484719;276.030549735559;276.60940923388
1730-12-15;276.954846802782;277.271028691618;276.638664913946
1731-01-15;277.412657204436;278.091877147765;276.733437261107
1731-02-15;277.792889512085;278.745229746171;276.840549277998
1731-03-15;278.131942202532;279.384885857094;276.878998547971
1731-04-15;278.369673176632;279.916666841192;276.822679512073
1731-05-15;278.311149388737;279.818199215414;276.804099562061
1731-06-15;277.576658917948;278.302061492585;276.851256343311
1731-07-15;275.935164731374;275.019072337764;276.851257124984
1731-08-15;274.330766855363;271.956714661681;276.704819049045
1731-09-15;274.289085644598;272.052648387428;276.525522901768
1731-10-15;275.323795758017;274.159675564954;276.48791595108
1731-11-15;276.325868442759;276.036438693599;276.61529819192
1731-12-15;276.96034816552;277.276530054355;276.644166276684
1732-01-15;277.41775279077;278.096972734099;276.738532847441
1732-02-15;277.797566465235;278.749906699321;276.845226231149
1732-03-15;278.13619299004;279.389136644602;276.883249335479
1732-04-15;278.373495590362;279.920489254922;276.826501925802
1732-05-15;278.314546541613;279.82159636829;276.807496714937
1732-06-15;277.579641374187;278.305043948824;276.85423879955
1732-07-15;275.937758022383;275.021665628773;276.853850415993
1732-08-15;274.333013066597;271.958960872915;276.707065260279
1732-09-15;274.291043415559;272.054606158389;276.527480672729
1732-10-15;275.325540282253;274.16142008919;276.489660475316
1732-11-15;276.327491467865;276.038061718705;276.616921217026
1732-12-15;276.961957993137;277.278139881973;276.645776104301
1733-01-15;277.419474276587;278.098694219916;276.740254333258
1733-02-15;277.799541018988;278.751881253074;276.847200784901
1733-03-15;278.138578575511;279.391522230073;276.88563492095
1733-04-15;278.376466725379;279.923460389939;276.82947306082
1733-05-15;278.318294295978;279.825344122655;276.811244469302
1733-06-15;277.584362096713;278.30976467135;276.858959522076
1733-07-15;275.943611638207;275.027519244597;276.859704031817
1733-08-15;274.340113304981;271.966061111299;276.714165498663
1733-09-15;274.299457809893;272.063020552723;276.535895067063
1733-10-15;275.335290170054;274.171169976991;276.499410363117
1733-11-15;276.338551990777;276.049122241617;276.627981739938
1733-12-15;276.974258096932;277.290439985767;276.658076208096
1734-01-15;277.432896711163;278.112116654492;276.753676767834
1734-02-15;277.81392233837;278.766262572456;276.861582104283
1734-03-15;278.153709137851;279.406652792413;276.90076548329
1734-04-15;278.392090692957;279.939084357517;276.845097028398
1734-05-15;278.334109635202;279.841159461879;276.827059808526
1734-06-15;277.6000349162;278.325437490837;276.874632341563
1734-07-15;275.958841912614;275.042749519004;276.874934306224
1734-08-15;274.354654019565;271.980601825883;276.728706213247
1734-09-15;274.313114967144;272.076677709974;276.549552224314
1734-10-15;275.347922789696;274.183802596633;276.512042982759
1734-11-15;276.35007210977;276.06064236061;276.639501858931
1734-12-15;276.98463076947;277.300812658305;276.668448880634
1735-01-15;277.442140008675;278.121359952004;276.762920065346
1735-02-15;277.82210734952;278.774447583606;276.869767115433
1735-03-15;278.160959968539;279.413903623101;276.908016313978
1735-04-15;278.398584466317;279.945578130877;276.851590801757
